List No,Item No,UPC Code,Manufacturer No,Manufacturer,Category,Category Path 1,Category Path 2,Category Path 3,Product Name,Price(USD),Inventory,STOCK TYPE,Date,In Stock,weight(lb),SaleRate,SaleRateNew
3416,MB-B360NWF,8.90E+11,B360N WIFI,GIGABYTE,Socket 1151,Component,Motherboard,Desktop,GIGABYTE B360N WIFI LGA1151/ Intel B360/ DDR4/ SATA3&USB3.1/ M.2/ WiFi/ A&2GbE/ Mini-ITX Motherboard,,,,,,,0.671910112,0.212765957
253,ST1920FM53,,ST1920FM0053,Seagate,SAS,Component,Solid State Drive,SAS,Seagate 1200.2 Series ST1920FM0053 1920GB 2.5 inch SAS 12Gb/s Solid State Drive (eMLC),640.63,10,Recurring,01 January 2019,Y,0.54,0.795505618,0.212765957
253,ST1920FM53,,ST1920FM0053,Seagate,SAS,Component,Solid State Drive,SAS,Seagate 1200.2 Series ST1920FM0053 1920GB 2.5 inch SAS 12Gb/s Solid State Drive (eMLC),,,,,,,0.795505618,0.212765957
3584,MSI-105T4G,8.24E+11,G1050T4C,MSI,Nvidia,Component,Video Card,PCI Express Video Card,MSI NVIDIA GeForce GTX 1050 TI OC 4GB GDDR5 DVI/HDMI/DisplayPort PCI-Express Video Card,200.39,9,Recurring,01 January 2019,Y,3,0.651685393,0.214285714
3584,MSI-105T4G,8.24E+11,G1050T4C,MSI,Nvidia,Component,Video Card,PCI Express Video Card,MSI NVIDIA GeForce GTX 1050 TI OC 4GB GDDR5 DVI/HDMI/DisplayPort PCI-Express Video Card,,,,,,,0.651685393,0.214285714
612,BK-A3L793P,7.23E+11,A3L791-03-PNK-S,Belkin,Ethernet Cable,Component,Cable,Cat5 Cable,Belkin A3L791-03-PNK-S 3ft CAT5e UTP Snagless Patch Cable w/ RJ45M/RJ45M (Pink),100,10,Recurring,01 January 2019,Y,1,0.802247191,0.214285714
3081,F24RB8G8S,,F24RB8G8S,SUPER TALENT,Server DDR4,Component,DRAM Memory,Server DRAM,Super Talent DDR4-2400 8GB ECC/REG Samsung Chip Server Memory,110.7,10,Recurring,01 January 2019,Y,0.06,0.802247191,0.214285714
612,BK-A3L793P,7.23E+11,A3L791-03-PNK-S,Belkin,Ethernet Cable,Component,Cable,Cat5 Cable,Belkin A3L791-03-PNK-S 3ft CAT5e UTP Snagless Patch Cable w/ RJ45M/RJ45M (Pink),,,,,,,0.802247191,0.214285714
3081,F24RB8G8S,,F24RB8G8S,SUPER TALENT,Server DDR4,Component,DRAM Memory,Server DRAM,Super Talent DDR4-2400 8GB ECC/REG Samsung Chip Server Memory,,,,,,,0.802247191,0.214285714
1115,MB-X10SPF,6.72E+11,X10SDV-4C+-TP4F-O,Supermicro,CPU on Board Combo,Component,Motherboard,CPU on Board Combo,Supermicro X10SDV-4C+-TP4F-O Intel Xeon D-1518/ DDR4/ SATA3&USB3.0/ V&4GbE/ FlexATX Motherboard & CPU Combo,474.57,10,Recurring,01 January 2019,Y,5,0.1,0.217391304
1115,MB-X10SPF,6.72E+11,X10SDV-4C+-TP4F-O,Supermicro,CPU on Board Combo,Component,Motherboard,CPU on Board Combo,Supermicro X10SDV-4C+-TP4F-O Intel Xeon D-1518/ DDR4/ SATA3&USB3.0/ V&4GbE/ FlexATX Motherboard & CPU Combo,,,,,,,0.1,0.217391304
2145,PS-500AGB,6.78E+11,FSP500-60AGB,Sparkle,Desktop,Component,Power Supply,Desktop,Sparkle FSP500AGB-B204 500W 80 PLUS Bronze ATX 12V Switching Power Supply w/ Active PFC,59.45,10,Recurring,01 January 2019,Y,4,0.688764045,0.217391304
2145,PS-500AGB,6.78E+11,FSP500-60AGB,Sparkle,Desktop,Component,Power Supply,Desktop,Sparkle FSP500AGB-B204 500W 80 PLUS Bronze ATX 12V Switching Power Supply w/ Active PFC,,,,,,,0.688764045,0.217391304
501,I9-7980XBX,7.36E+11,BX80673I97980X,Intel,Core I9,Component,CPU / Processor,Desktop CPU,"Intel Core i9-7980XE Extreme Edition Skylake Processor 2.60GHz 8.0GT/s 24.75MB  LGA 2066 CPU, Retail",1793.75,1,Recurring,01 January 2019,L,0.48,0.561048689,0.220588235
501,I9-7980XBX,7.36E+11,BX80673I97980X,Intel,Core I9,Component,CPU / Processor,Desktop CPU,"Intel Core i9-7980XE Extreme Edition Skylake Processor 2.60GHz 8.0GT/s 24.75MB  LGA 2066 CPU, Retail",,,,,,,0.561048689,0.220588235
4150,FAN-10XOPT,8.24E+11,CNPS10X OPTIMA,Zalman,LGA 1366,Component,Fan & Heatsink,CPU Fan & Heatsink,Zalman CNPS10X OPTIMA CPU Cooler For Intel Socket 2011/1155/1156/1150/1366/775 & AMD Socket FM1/AM3+/AM3/AM2+/AM2,26.65,8,Recurring,01 January 2019,Y,2.1,0.085854221,0.222222222
4150,FAN-10XOPT,8.24E+11,CNPS10X OPTIMA,Zalman,LGA 1366,Component,Fan & Heatsink,CPU Fan & Heatsink,Zalman CNPS10X OPTIMA CPU Cooler For Intel Socket 2011/1155/1156/1150/1366/775 & AMD Socket FM1/AM3+/AM3/AM2+/AM2,27.67,344,,,,,0.085854221,0.222222222
62,F24VEB16GS,,F24VEB16GS,SUPER TALENT,Server DDR4,Component,DRAM Memory,Server DRAM,Super Talent DDR4-2400 16GB/1Gx8 VLP ECC Samsung Chip Server Memory,164,2,Recurring,01 January 2019,L,0.1,0.095361567,0.222222222
62,F24VEB16GS,,F24VEB16GS,SUPER TALENT,Server DDR4,Component,DRAM Memory,Server DRAM,Super Talent DDR4-2400 16GB/1Gx8 VLP ECC Samsung Chip Server Memory,,,,,,,0.095361567,0.222222222
4059,CA-F9PWMR2,8.73E+11,AFACO-090P2-GBA01,ARCTIC,92mm,Component,Fan & Heatsink,Case Fan,ARCTIC F9 PWM Rev.2 92mm Case Fan,6.15,51,Recurring,01 January 2019,Y,0.25,0.112579863,0.222222222
4059,CA-F9PWMR2,8.73E+11,AFACO-090P2-GBA01,ARCTIC,92mm,Component,Fan & Heatsink,Case Fan,ARCTIC F9 PWM Rev.2 92mm Case Fan,96.35,133,,,,,0.112579863,0.222222222
1382,SYN-DS218,8.47E+11,DS218,Synology,Home & SOHO,Component,NAS / DAS / SAN,NAS,Synology DiskStation DS218 2-Bay Desktop NAS for Home & SOHO,266.5,40,Recurring,01 January 2019,Y,5.5,0.113202247,0.222222222
1382,SYN-DS218,8.47E+11,DS218,Synology,Home & SOHO,Component,NAS / DAS / SAN,NAS,Synology DiskStation DS218 2-Bay Desktop NAS for Home & SOHO,,,,,,,0.113202247,0.222222222
1157,CA-D300SAL,8.47E+11,D-300SEA-SL,iStarUSA,3U,Component,Server,Server Chassis,iStarUSA D Storm D-300SEA-SL No Power Supply 3U Compact Stylish Rackmount Server Chassis w/ SEA Bezel (Silver/Black),72,4,Recurring,01 January 2019,Y,29,0.141457793,0.222222222
1157,CA-D300SAL,8.47E+11,D-300SEA-SL,iStarUSA,3U,Component,Server,Server Chassis,iStarUSA D Storm D-300SEA-SL No Power Supply 3U Compact Stylish Rackmount Server Chassis w/ SEA Bezel (Silver/Black),,,,,,,0.141457793,0.222222222
4197,PS-EP400PM,8.46E+11,EP-400PM,TOPOWER,Desktop,Component,Power Supply,Desktop,Topower EP-400PM 400W ATX12V v2.0 Power Supply,18.45,38,Recurring,01 January 2019,Y,3,0.145180367,0.222222222
3868,CA-PANZERT,8.72E+11,PANZER,Cougar,ATX Mid Tower,Component,Case,Computer Case,Cougar PANZER No Power Supply ATX Mid Tower,82,1,Recurring,01 January 2019,L,24.75,0.145180367,0.222222222
4197,PS-EP400PM,8.46E+11,EP-400PM,TOPOWER,Desktop,Component,Power Supply,Desktop,Topower EP-400PM 400W ATX12V v2.0 Power Supply,116.85,133,,,,,0.145180367,0.222222222
3868,CA-PANZERT,8.72E+11,PANZER,Cougar,ATX Mid Tower,Component,Case,Computer Case,Cougar PANZER No Power Supply ATX Mid Tower,96.86,469,,,,,0.145180367,0.222222222
3814,CA-TC-Z5,,Z5,DEEPCOOL,Thermal Paste,Component,Fan & Heatsink,Thermal Paste,DEEPCOOL Z5 Thermal Compound,6.15,29,Recurring,01 January 2019,Y,0.02,0.194885703,0.222222222
3814,CA-TC-Z5,,Z5,DEEPCOOL,Thermal Paste,Component,Fan & Heatsink,Thermal Paste,DEEPCOOL Z5 Thermal Compound,286.49,184,,,,,0.194885703,0.222222222
2930,MO-MINOSX2,8.72E+11,MINOS X2,Cougar,Mouse,Component,Input & Output Device,Mouse,Cougar MINOS X2 Wired USB Optical Gaming Mouse w/ 3000 DPI,21,30,Recurring,01 January 2019,Y,0.21,0.254681648,0.222222222
2930,MO-MINOSX2,8.72E+11,MINOS X2,Cougar,Mouse,Component,Input & Output Device,Mouse,Cougar MINOS X2 Wired USB Optical Gaming Mouse w/ 3000 DPI,44.07,183,,,,,0.254681648,0.222222222
413,SSD76E960E,,MZ-76E960E,Samsung,SATA3,Component,Solid State Drive,SATA3,"Samsung 860 DCT Series 960GB 2.5 inch SATA3 Solid State Drive (Samsung V-NAND 3-bit MLC, OPEN BOX)",95,1,Recurring,01 January 2019,L,0,0.309256287,0.222222222
378,MZ-76E960E,8.87E+11,MZ-76E960E,Samsung,SATA3,Component,Solid State Drive,SATA3,Samsung 860 DCT Series 960GB 2.5 inch SATA3 Solid State Drive (Samsung V-NAND 3-bit MLC),176.3,51,Recurring,01 January 2019,Y,0.23,0.309256287,0.222222222
413,SSD76E960E,,MZ-76E960E,Samsung,SATA3,Component,Solid State Drive,SATA3,"Samsung 860 DCT Series 960GB 2.5 inch SATA3 Solid State Drive (Samsung V-NAND 3-bit MLC, OPEN BOX)",,,,,,,0.309256287,0.222222222
378,MZ-76E960E,8.87E+11,MZ-76E960E,Samsung,SATA3,Component,Solid State Drive,SATA3,Samsung 860 DCT Series 960GB 2.5 inch SATA3 Solid State Drive (Samsung V-NAND 3-bit MLC),,,,,,,0.309256287,0.222222222
3057,CT426ER32G,6.50E+11,CT32G4RFD4266,Crucial,Server DDR4,Component,DRAM Memory,Server DRAM,Crucial DDR4-2666 32GB/2Gx4 ECC/REG CL19 Server Memory,182.45,8,Recurring,01 January 2019,Y,0.08,0.851123596,0.222222222
338,S3110KI128,7.36E+11,SSDSC2KI128G801,Intel,SATA3,Component,Solid State Drive,SATA3,Intel DC S3110 Series SSDSC2KI128G801 128GB 2.5 inch SATA3 Solid State Drive (3D NAND TLC),66.63,8,Recurring,01 January 2019,Y,0.22,0.851123596,0.222222222
3057,CT426ER32G,6.50E+11,CT32G4RFD4266,Crucial,Server DDR4,Component,DRAM Memory,Server DRAM,Crucial DDR4-2666 32GB/2Gx4 ECC/REG CL19 Server Memory,,,,,,,0.851123596,0.222222222
338,S3110KI128,7.36E+11,SSDSC2KI128G801,Intel,SATA3,Component,Solid State Drive,SATA3,Intel DC S3110 Series SSDSC2KI128G801 128GB 2.5 inch SATA3 Solid State Drive (3D NAND TLC),,,,,,,0.851123596,0.222222222
2558,FAN-ACL2PL,8.73E+11,ACCELERO L2 PLUS/DCACO-V300101-BL,ARCTIC,VGA Accessory & Cooling Fan,Component,Video Card,VGA Accessory & Cooling Fan,ARCTIC ACCELERO L2 PLUS VGA Cooler for NVIDIA and AMD Radeon,17.94,10,Recurring,01 January 2019,Y,0.7,0.1,0.225
458,STU16GPCN,8.78E+11,STU16GPCN,SUPER TALENT,16GB,Component,USB Drive,2.0 USB Drive,Super Talent Pico-C 16GB Nickel Plated USB 2.0 Flash Drive,7.17,10,Recurring,01 January 2019,Y,0.04,0.1,0.225
2154,PS-SP450PN,6.78E+11,ATX-450PN-B204,Sparkle,Desktop,Component,Power Supply,Desktop,Sparkle ATX-450PN-B204 450W ATX 12V v2.2 Power Supply,50.22,10,Recurring,01 January 2019,Y,4.4,0.1,0.225
3374,MB-365MPR4,,B365M PRO4,ASRock,Socket 1151,Component,Motherboard,Desktop,ASRock B365M PRO4 LGA1151/ Intel B365/ DDR4/ Quad CrossFireX/ SATA3&USB3.1/ M.2/ A&GbE/ MicroATX Motherboard,84.05,9,Recurring,01 January 2019,Y,2.45,0.1,0.225
2924,KB-ATTX3BR,8.72E+11,ATTACKX3-4IS,Cougar,Keyboard,Component,Input & Output Device,Keyboard,Cougar ATTACKX3-4IS Wired USB Mechanical Gaming Keyboard w/ Cherry MX Brown Switch,92.24,9,Recurring,01 January 2019,Y,2,0.1,0.225
2814,KB-1002ES,,GD-GKC1002 ES,GAMDIAS,Keyboard & Mouse Combo,Component,Input & Output Device,Keyboard & Mouse Combo,Gamdias GD-GKC1002 ES Mechanical Gaming Keyboard + Optical Gaming Mouse,61.5,9,Recurring,01 January 2019,Y,4.6,0.1,0.225
2845,CO-CORONA,,CORONA 5-IN-1 FRGB KIT,PCCOOLER,120mm,Component,Fan & Heatsink,Case Fan,PCCOOLER CORONA 5-in-1 KIT 120mm 4Pin PWM Fan-Addressable RGB,70.73,9,Recurring,01 January 2019,Y,2.91,0.1,0.225
3481,MB-X7SPH5B,6.72E+11,X7SPE-H-D525-B,Supermicro,CPU on Board Combo,Component,Motherboard,CPU on Board Combo,Supermicro X7SPE-H-D525-B Intel Atom D525/ DDR3/ V&2GbE/ FlexATX Motherboard & CPU Combo,184.5,9,Recurring,01 January 2019,Y,5,0.1,0.225
1298,AS-AC3100,8.89E+11,RT-AC3100,ASUS,Wireless Router,Component,Networking,Wireless Networking,Asus RT-AC3100 Dual-Band Wireless-AC3100 Gigabit Router,256.25,9,Recurring,01 January 2019,Y,5.4,0.1,0.225
502,I9-7920XBX,7.36E+11,BX80673I97920X,Intel,Core I9,Component,CPU / Processor,Desktop CPU,"Intel Core i9-7920X X-series Skylake Processor 2.9GHz 8.0GT/s 16.5MB L3 LGA 2066 CPU, Retail",1019.87,9,Recurring,01 January 2019,Y,0.28,0.1,0.225
771,MSI-W63235,8.24E+11,WE63235,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI WE63 8SJ-235 15.6 inch Intel Core i7-8750H 2.2GHz/ 32GB DDR4/ 512GB PCI-E SSD/ Quadro P2000/ USB3.1/ Windows 10 Pro Notebook (Aluminum Black),1987.48,9,Recurring,01 January 2019,Y,10,0.1,0.225
3793,NEC-P404,8.06E+11,P404,NEC Display Solutions,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"NEC P404 40 inch Large Screen 4,000:1 8ms Composite/VGA/DVI/HDMI/DisplayPort/RJ45 LED LCD Monitor, w/ Built-in Media Player & Speakers",1098.19,9,Recurring,01 January 2019,Y,34.5,0.1,0.225
2558,FAN-ACL2PL,8.73E+11,ACCELERO L2 PLUS/DCACO-V300101-BL,ARCTIC,VGA Accessory & Cooling Fan,Component,Video Card,VGA Accessory & Cooling Fan,ARCTIC ACCELERO L2 PLUS VGA Cooler for NVIDIA and AMD Radeon,,,,,,,0.1,0.225
458,STU16GPCN,8.78E+11,STU16GPCN,SUPER TALENT,16GB,Component,USB Drive,2.0 USB Drive,Super Talent Pico-C 16GB Nickel Plated USB 2.0 Flash Drive,,,,,,,0.1,0.225
2154,PS-SP450PN,6.78E+11,ATX-450PN-B204,Sparkle,Desktop,Component,Power Supply,Desktop,Sparkle ATX-450PN-B204 450W ATX 12V v2.2 Power Supply,,,,,,,0.1,0.225
3374,MB-365MPR4,,B365M PRO4,ASRock,Socket 1151,Component,Motherboard,Desktop,ASRock B365M PRO4 LGA1151/ Intel B365/ DDR4/ Quad CrossFireX/ SATA3&USB3.1/ M.2/ A&GbE/ MicroATX Motherboard,,,,,,,0.1,0.225
2924,KB-ATTX3BR,8.72E+11,ATTACKX3-4IS,Cougar,Keyboard,Component,Input & Output Device,Keyboard,Cougar ATTACKX3-4IS Wired USB Mechanical Gaming Keyboard w/ Cherry MX Brown Switch,,,,,,,0.1,0.225
2814,KB-1002ES,,GD-GKC1002 ES,GAMDIAS,Keyboard & Mouse Combo,Component,Input & Output Device,Keyboard & Mouse Combo,Gamdias GD-GKC1002 ES Mechanical Gaming Keyboard + Optical Gaming Mouse,,,,,,,0.1,0.225
2845,CO-CORONA,,CORONA 5-IN-1 FRGB KIT,PCCOOLER,120mm,Component,Fan & Heatsink,Case Fan,PCCOOLER CORONA 5-in-1 KIT 120mm 4Pin PWM Fan-Addressable RGB,,,,,,,0.1,0.225
3481,MB-X7SPH5B,6.72E+11,X7SPE-H-D525-B,Supermicro,CPU on Board Combo,Component,Motherboard,CPU on Board Combo,Supermicro X7SPE-H-D525-B Intel Atom D525/ DDR3/ V&2GbE/ FlexATX Motherboard & CPU Combo,,,,,,,0.1,0.225
1298,AS-AC3100,8.89E+11,RT-AC3100,ASUS,Wireless Router,Component,Networking,Wireless Networking,Asus RT-AC3100 Dual-Band Wireless-AC3100 Gigabit Router,,,,,,,0.1,0.225
502,I9-7920XBX,7.36E+11,BX80673I97920X,Intel,Core I9,Component,CPU / Processor,Desktop CPU,"Intel Core i9-7920X X-series Skylake Processor 2.9GHz 8.0GT/s 16.5MB L3 LGA 2066 CPU, Retail",,,,,,,0.1,0.225
771,MSI-W63235,8.24E+11,WE63235,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI WE63 8SJ-235 15.6 inch Intel Core i7-8750H 2.2GHz/ 32GB DDR4/ 512GB PCI-E SSD/ Quadro P2000/ USB3.1/ Windows 10 Pro Notebook (Aluminum Black),,,,,,,0.1,0.225
3793,NEC-P404,8.06E+11,P404,NEC Display Solutions,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"NEC P404 40 inch Large Screen 4,000:1 8ms Composite/VGA/DVI/HDMI/DisplayPort/RJ45 LED LCD Monitor, w/ Built-in Media Player & Speakers",,,,,,,0.1,0.225
2347,CA-CK22803,8.09E+11,CK22803,Chenbro,SAS,Component,Controller Card,SAS,Chenbro CK22803 6Gb/s Full-Height 28-Port SAS Expander Card,256.25,10,Recurring,01 January 2019,Y,2,0.662921348,0.225
2347,CA-CK22803,8.09E+11,CK22803,Chenbro,SAS,Component,Controller Card,SAS,Chenbro CK22803 6Gb/s Full-Height 28-Port SAS Expander Card,,,,,,,0.662921348,0.225
2469,FAN-CLP032,8.41E+11,CL-P032-CA06SL-A,Thermaltake,LGA 1156,Component,Fan & Heatsink,CPU Fan & Heatsink,Thermaltake Engine 27 CL-P032-CA06SL-A 1U Low-Profile CPU Cooler for Intel LGA 1156/1155/1151/1150,43.05,10,Recurring,01 January 2019,Y,1,0.695505618,0.225
1580,FM-H50323,6.49E+11,H50323,Hiro,Wireless Network Adapter,Component,Networking,Wireless Networking,HiRO H50323 AC1200 802.11ac Wireless PCI-Express Adapter w/ 2x 5dBi Omnidirectional Antennas,32.8,10,Recurring,01 January 2019,Y,0.66,0.695505618,0.225
2469,FAN-CLP032,8.41E+11,CL-P032-CA06SL-A,Thermaltake,LGA 1156,Component,Fan & Heatsink,CPU Fan & Heatsink,Thermaltake Engine 27 CL-P032-CA06SL-A 1U Low-Profile CPU Cooler for Intel LGA 1156/1155/1151/1150,,,,,,,0.695505618,0.225
1580,FM-H50323,6.49E+11,H50323,Hiro,Wireless Network Adapter,Component,Networking,Wireless Networking,HiRO H50323 AC1200 802.11ac Wireless PCI-Express Adapter w/ 2x 5dBi Omnidirectional Antennas,,,,,,,0.695505618,0.225
2869,SP-S630BK,8.88E+11,S630 BLACK,BORND,Speaker & Headset,Component,Multimedia,Speaker & Headset,Bornd S630 Wired 3.5mm In-ear Stereo Earphone w/ Microphone (Black),25.62,10,Recurring,01 January 2019,Y,0.04,0.728089888,0.225
786,AS-90XB5GN,1.93E+11,90XB05GN-BDS010,ASUS,Other,PC & Laptop,Accessory,Other,ASUS USB3.0 HZ-3A Docking Station,162.98,10,Recurring,01 January 2019,Y,3.83,0.728089888,0.225
2869,SP-S630BK,8.88E+11,S630 BLACK,BORND,Speaker & Headset,Component,Multimedia,Speaker & Headset,Bornd S630 Wired 3.5mm In-ear Stereo Earphone w/ Microphone (Black),,,,,,,0.728089888,0.225
786,AS-90XB5GN,1.93E+11,90XB05GN-BDS010,ASUS,Other,PC & Laptop,Accessory,Other,ASUS USB3.0 HZ-3A Docking Station,,,,,,,0.728089888,0.225
3749,EN-MB991US,8.85E+11,MB991U3-1SB,Icy Dock,Accessory,Component,Hard Drive,Accessory,ICY DOCK ToughArmor MB991U3-1SB 2.5 inch Rugged Full Metal SATA HDD & SSD USB 3.0 External Enclosure (Matte Black),69,10,Recurring,01 January 2019,Y,1.34,0.807865169,0.225
3749,EN-MB991US,8.85E+11,MB991U3-1SB,Icy Dock,Accessory,Component,Hard Drive,Accessory,ICY DOCK ToughArmor MB991U3-1SB 2.5 inch Rugged Full Metal SATA HDD & SSD USB 3.0 External Enclosure (Matte Black),,,,,,,0.807865169,0.225
3079,F24SA4GM,,F24SA4GM,SUPER TALENT,DDR4 (260 Pin),Component,DRAM Memory,Notebook DRAM,Super Talent DDR4-2400 SODIMM 4GB Micron Chip Notebook Memory,30.24,10,Recurring,01 January 2019,Y,0.03,0.637078652,0.227272727
3079,F24SA4GM,,F24SA4GM,SUPER TALENT,DDR4 (260 Pin),Component,DRAM Memory,Notebook DRAM,Super Talent DDR4-2400 SODIMM 4GB Micron Chip Notebook Memory,,,,,,,0.637078652,0.227272727
581,E5-2680V4,,CM8066002031501,Intel,Xeon,Component,CPU / Processor,Server CPU,"Intel Xeon E5-2680 v4 Fourteen-Core Broadwell Processor 2.4GHz 9.6GT/s 35MB LGA 2011-3 CPU, OEM",1470.87,10,Recurring,01 January 2019,Y,0.12,0.796629213,0.227272727
581,E5-2680V4,,CM8066002031501,Intel,Xeon,Component,CPU / Processor,Server CPU,"Intel Xeon E5-2680 v4 Fourteen-Core Broadwell Processor 2.4GHz 9.6GT/s 35MB LGA 2011-3 CPU, OEM",,,,,,,0.796629213,0.227272727
662,SM-T830NZR,8.87E+11,SM-T830NZKLXAR,Samsung,Tablet PC,PC & Laptop,Tablet PC,,Samsung Galaxy Tab S4 SM-T830NZKLXAR 10.5 inch 1.9GHz/ 256GB/ Android O Tablet w/ pen (Black),757.47,10,Recurring,01 January 2019,Y,1.43,0.808988764,0.227272727
662,SM-T830NZR,8.87E+11,SM-T830NZKLXAR,Samsung,Tablet PC,PC & Laptop,Tablet PC,,Samsung Galaxy Tab S4 SM-T830NZKLXAR 10.5 inch 1.9GHz/ 256GB/ Android O Tablet w/ pen (Black),,,,,,,0.808988764,0.227272727
4084,CA-PT08L,6.72E+11,CSE-PT8L,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro CSE-PT8L 1U Rackmounting Rail Kit,33.31,10,Recurring,01 January 2019,Y,4.4,0.698876404,0.23255814
4084,CA-PT08L,6.72E+11,CSE-PT8L,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro CSE-PT8L 1U Rackmounting Rail Kit,,,,,,,0.698876404,0.23255814
3189,XEON-6130,,CD8067303409000,Intel,Xeon,Component,CPU / Processor,Server CPU,"Intel Xeon Gold 6130 Sixteen-Core Skylake Processor 2.1GHz 22 MB L3 LGA 3647 CPU, OEM",1634.87,10,Recurring,01 January 2019,Y,0.3,0.8,0.23255814
723,AS-PB601ZC,1.93E+11,PB60-B3041ZC,ASUS,Desktop System,PC & Laptop,Desktop System,,Asus Mini PC PB60-B3041ZC Intel Core i3-8100T 3.10GHz/ 4GB DRR4/ 500GB HDD/ Windows 10 Pro Desktop PC (Black) ,558.63,10,Recurring,01 January 2019,Y,2.35,0.8,0.23255814
3189,XEON-6130,,CD8067303409000,Intel,Xeon,Component,CPU / Processor,Server CPU,"Intel Xeon Gold 6130 Sixteen-Core Skylake Processor 2.1GHz 22 MB L3 LGA 3647 CPU, OEM",,,,,,,0.8,0.23255814
723,AS-PB601ZC,1.93E+11,PB60-B3041ZC,ASUS,Desktop System,PC & Laptop,Desktop System,,Asus Mini PC PB60-B3041ZC Intel Core i3-8100T 3.10GHz/ 4GB DRR4/ 500GB HDD/ Windows 10 Pro Desktop PC (Black) ,,,,,,,0.8,0.23255814
4098,CA-BTRCV38,6.72E+11,BTR-CV3108-FT1,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro BTR-CV3108-FT1 CacheVault Kit for FatTwin LSI3108 Card,256.25,1,Recurring,01 January 2019,L,5,0.092995458,0.233333333
4098,CA-BTRCV38,6.72E+11,BTR-CV3108-FT1,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro BTR-CV3108-FT1 CacheVault Kit for FatTwin LSI3108 Card,,,,,,,0.092995458,0.233333333
3485,MB-X11SPLO,6.72E+11,X11SPL-F-O,Supermicro,Others,Component,Motherboard,Server,Supermicro X11SPL-F-O LGA3647/ Intel C621/ DDR4/ SATA3&USB3.0/ V&2GbE/ ATX Server Motherboard,330.05,7,Recurring,01 January 2019,Y,1,0.096482658,0.233333333
3485,MB-X11SPLO,6.72E+11,X11SPL-F-O,Supermicro,Others,Component,Motherboard,Server,Supermicro X11SPL-F-O LGA3647/ Intel C621/ DDR4/ SATA3&USB3.0/ V&2GbE/ ATX Server Motherboard,,,,,,,0.096482658,0.233333333
2394,CA-MCP2980,6.72E+11,MCP-220-93801-0B,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro MCP-220-93801-0B Black Hotswap Gen 6 3.5 to 2.5 Hard Disk Drive Tray ,20.5,2,Recurring,01 January 2019,L,0.5,0.113461115,0.233333333
2394,CA-MCP2980,6.72E+11,MCP-220-93801-0B,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro MCP-220-93801-0B Black Hotswap Gen 6 3.5 to 2.5 Hard Disk Drive Tray ,10.25,327,,,,,0.113461115,0.233333333
2794,IM-KS1005,7.12E+11,KS1005,Kasda,Unmanaged Gigabit Switch,Component,Networking,Wired Networking,Kasda KS1005 5-Port 10/100/1000M Gigabit Ethernet Switch (Metal Case),20.96,40,Recurring,01 January 2019,Y,0.93,0.133707865,0.233333333
2794,IM-KS1005,7.12E+11,KS1005,Kasda,Unmanaged Gigabit Switch,Component,Networking,Wired Networking,Kasda KS1005 5-Port 10/100/1000M Gigabit Ethernet Switch (Metal Case),166.05,308,,,,,0.133707865,0.233333333
1257,EV-BRKT52P,,BRACKET FOR 128-P1-N298-LX,EVGA,VGA Accessory & Cooling Fan,Component,Video Card,VGA Accessory & Cooling Fan,EVGA Full Height PCI Bracket For FX5200,1.54,6,Recurring,01 January 2019,Y,0.1,0.137136272,0.233333333
1257,EV-BRKT52P,,BRACKET FOR 128-P1-N298-LX,EVGA,VGA Accessory & Cooling Fan,Component,Video Card,VGA Accessory & Cooling Fan,EVGA Full Height PCI Bracket For FX5200,6.15,203,,,,,0.137136272,0.233333333
619,08U9MU_BLK,8.89E+11,SDRW-08U9M-U/BLK/G/AS,ASUS,External,Component,Optical Drive,External,"Asus SDRW-08U9M-U/BLK/G/AS USB 2.0 Ultra Slim DVD+/-RW External Writer, Retail (Black)",35.88,42,Recurring,01 January 2019,Y,0.54,0.141252006,0.233333333
619,08U9MU_BLK,8.89E+11,SDRW-08U9M-U/BLK/G/AS,ASUS,External,Component,Optical Drive,External,"Asus SDRW-08U9M-U/BLK/G/AS USB 2.0 Ultra Slim DVD+/-RW External Writer, Retail (Black)",75.85,115,,,,,0.141252006,0.233333333
1361,TN-TBW106U,7.11E+11,TBW-106UB,TRENDnet,Bluetooth,Component,Networking,Wireless Networking,TRENDnet TBW-106UB (Version 2.0R) Micro-Bluetooth USB Adapter,15.37,3,Recurring,01 January 2019,L,0.2,0.151274322,0.233333333
1361,TN-TBW106U,7.11E+11,TBW-106UB,TRENDnet,Bluetooth,Component,Networking,Wireless Networking,TRENDnet TBW-106UB (Version 2.0R) Micro-Bluetooth USB Adapter,7.17,188,,,,,0.151274322,0.233333333
